og	file	status	fail_reason	n_taxa	n_metadata_taxa	aln_len	mean_nonmissing_frac	mean_ambig_frac	n_pops_total	n_pops_passing_occupancy	frac_pops_passing_occupancy
OG2628	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2628.fasta	PASS		352	350	2157	0.986767335585138	0	36	36	1
OG2629	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2629.fasta	PASS		351	349	2118	0.993596976116843	0	36	36	1
OG263	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG263.fasta	PASS		351	349	6399	0.987736264307057	0	36	36	1
OG2630	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2630.fasta	PASS		351	349	2346	0.994318195697365	0	36	36	1
OG2631	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2631.fasta	PASS		351	349	2175	0.994933306985476	0	36	36	1
OG2632	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2632.fasta	PASS		350	348	2061	0.995775401964229	0	36	36	1
OG2633	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2633.fasta	PASS		350	348	2115	0.996149561153229	0	36	36	1
OG2634	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2634.fasta	PASS		351	349	2322	0.989988622593407	0	36	35	0.972222222222222
OG2635	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2635.fasta	PASS		350	348	2418	0.971511556049932	0	36	36	1
OG2636	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2636.fasta	PASS		352	350	2139	0.991222867828759	0	36	36	1
OG2637	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2637.fasta	PASS		353	351	2124	0.988997000767246	0	36	36	1
OG2638	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2638.fasta	PASS		351	349	2052	0.993284907588934	0	36	36	1
OG2639	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2639.fasta	PASS		350	348	2232	0.991250566473036	0	36	36	1
OG264	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG264.fasta	PASS		351	349	6021	0.981758211113062	0	36	36	1
OG2640	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2640.fasta	PASS		350	348	2124	0.996215933935104	0	36	36	1
OG2641	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2641.fasta	PASS		350	348	2541	0.891927560422858	0	36	36	1
OG2642	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2642.fasta	PASS		351	349	2172	0.988087511279267	0	36	36	1
OG2643	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2643.fasta	PASS		350	348	2238	0.996169866362619	0	36	36	1
OG2644	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2644.fasta	PASS		352	350	2334	0.969276533235402	0	36	36	1
OG2645	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2645.fasta	PASS		351	349	2013	0.994314890176603	0	36	36	1
OG2646	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2646.fasta	PASS		350	348	2046	0.996793575353086	0	36	36	1
OG2647	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2647.fasta	PASS		351	349	2037	0.992644669600922	0	36	36	1
OG2648	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2648.fasta	PASS		353	351	2274	0.982828305607549	0	36	36	1
OG2649	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2649.fasta	PASS		350	348	2157	0.995117473715623	0	36	35	0.972222222222222
OG265	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG265.fasta	PASS		351	349	6555	0.98752106377817	0	36	36	1
OG2650	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2650.fasta	PASS		352	350	2478	0.990408163265306	0	36	35	0.972222222222222
OG2651	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2651.fasta	PASS		353	351	2460	0.989835082111505	0	36	36	1
OG2652	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2652.fasta	PASS		351	349	2097	0.994205120427189	0	36	36	1
OG2653	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2653.fasta	PASS		351	349	2067	0.9935623656227	0	36	36	1
OG2654	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2654.fasta	PASS		352	350	2367	0.967843563280826	0	36	35	0.972222222222222
OG2655	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2655.fasta	PASS		351	349	2529	0.993594079451996	0	36	36	1
OG2656	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2656.fasta	PASS		352	350	2226	0.988237710178411	0	36	36	1
OG2657	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2657.fasta	PASS		352	350	2154	0.98255736835124	0	36	36	1
OG2658	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2658.fasta	PASS		350	348	2115	0.990766555256651	0	36	35	0.972222222222222
OG2659	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2659.fasta	PASS		351	349	2079	0.99471450760849	0	36	36	1
OG266	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG266.fasta	PASS		352	350	6471	0.989565313376162	0	36	36	1
OG2660	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2660.fasta	PASS		351	349	2400	0.986055396370583	0	36	36	1
OG2661	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2661.fasta	PASS		351	349	2112	0.992525994182513	0	36	36	1
OG2662	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2662.fasta	PASS		350	348	2382	0.975853383132111	0	36	35	0.972222222222222
OG2663	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2663.fasta	PASS		351	349	2274	0.9931819270034	0	36	36	1
OG2664	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2664.fasta	PASS		352	350	2049	0.991399288851705	0	36	36	1
OG2665	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2665.fasta	PASS		353	351	2019	0.989381502506812	0	36	35	0.972222222222222
OG2666	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2666.fasta	PASS		352	350	2079	0.992312238026524	0	36	36	1
OG2667	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2667.fasta	PASS		352	350	2427	0.984582965448231	0	36	35	0.972222222222222
OG2668	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2668.fasta	PASS		349	347	2052	0.997518411783541	0	36	35	0.972222222222222
OG2669	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2669.fasta	PASS		350	348	2499	0.992382010275375	0	36	36	1
OG267	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG267.fasta	PASS		352	350	9207	0.949722416174029	0	36	35	0.972222222222222
OG2670	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2670.fasta	PASS		352	350	2139	0.988654244306418	0	36	36	1
OG2671	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2671.fasta	PASS		351	349	2418	0.991331726473607	0	36	36	1
OG2672	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2672.fasta	PASS		351	349	2286	0.992003148603559	0	36	35	0.972222222222222
OG2673	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2673.fasta	PASS		353	351	2661	0.936965410471611	0	36	36	1
OG2674	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2674.fasta	PASS		351	349	2220	0.994097679341232	0	36	36	1
OG2675	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2675.fasta	PASS		351	349	2139	0.994547970492062	0	36	36	1
OG2676	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2676.fasta	PASS		350	348	2121	0.996113034948815	0	36	36	1
OG2677	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2677.fasta	PASS		351	349	2223	0.993230449571876	0	36	36	1
OG2678	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2678.fasta	PASS		352	350	2040	0.992190476190476	0	36	36	1
OG2679	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2679.fasta	PASS		354	352	2472	0.995791501176817	0	36	36	1
OG268	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG268.fasta	PASS		353	351	6816	0.921882314781376	0	36	36	1
OG2680	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2680.fasta	PASS		352	350	2142	0.99233826864079	0	36	36	1
OG2681	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2681.fasta	PASS		353	351	2067	0.989876184844738	0	36	36	1
OG2682	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2682.fasta	PASS		349	347	2175	0.973664579813839	0	36	36	1
OG2683	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2683.fasta	PASS		350	348	2076	0.984026532013377	0	36	36	1
OG2684	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2684.fasta	PASS		352	350	2178	0.98808867899777	0	36	36	1
OG2685	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2685.fasta	PASS		349	347	2028	0.997284415872312	0	36	36	1
OG2686	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2686.fasta	PASS		350	348	2067	0.989084074315044	0	36	36	1
OG2687	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2687.fasta	PASS		350	348	2190	0.994380150107595	0	36	36	1
OG2688	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2688.fasta	PASS		352	350	2532	0.984616339426766	0	36	36	1
OG2689	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2689.fasta	PASS		350	348	2106	0.99640327034963	0	36	36	1
OG269	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG269.fasta	PASS		351	349	6570	0.992320306332945	0	36	36	1
OG2690	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2690.fasta	PASS		352	350	2046	0.991833542801285	0	36	36	1
OG2691	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2691.fasta	PASS		351	349	2079	0.993753884871363	0	36	36	1
OG2692	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2692.fasta	PASS		350	348	2352	0.995683546407069	0	36	36	1
OG2693	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2693.fasta	PASS		351	349	2250	0.992531041069723	0	36	36	1
OG2694	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2694.fasta	PASS		353	351	2337	0.991555394636267	0	36	36	1
OG2695	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2695.fasta	PASS		353	351	2766	0.956756133184188	0	36	35	0.972222222222222
OG2696	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2696.fasta	PASS		351	349	2076	0.99272211824591	0	36	35	0.972222222222222
OG2697	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2697.fasta	PASS		351	349	2406	0.993846567916408	0	36	36	1
OG2698	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2698.fasta	PASS		354	352	2106	0.988193904860571	0	36	35	0.972222222222222
OG2699	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2699.fasta	PASS		354	352	2172	0.983119349573079	0	36	36	1
OG27	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG27.fasta	PASS		351	349	14181	0.980841632201285	0	36	36	1
OG270	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG270.fasta	PASS		352	350	6525	0.9848021893815	0	36	36	1
OG2700	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2700.fasta	PASS		349	347	2181	0.997724651066917	0	36	36	1
OG2701	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2701.fasta	PASS		353	351	2235	0.98615907251254	0	36	36	1
OG2702	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2702.fasta	PASS		350	348	2151	0.996372978085574	0	36	36	1
OG2703	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2703.fasta	PASS		350	348	2007	0.997084915439639	0	36	36	1
OG2704	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2704.fasta	PASS		352	350	2052	0.982901698691172	0	36	36	1
OG2705	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2705.fasta	PASS		352	350	2115	0.991127321850726	0	36	36	1
OG2706	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2706.fasta	PASS		352	350	2175	0.985668308702791	0	36	36	1
OG2707	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2707.fasta	PASS		351	349	2124	0.983620136089662	0	36	36	1
OG2708	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2708.fasta	PASS		353	351	2196	0.972562130576702	0	36	36	1
OG2709	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2709.fasta	PASS		352	350	2046	0.987936042452171	0	36	36	1
OG271	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG271.fasta	PASS		352	350	5988	0.991541654738048	0	36	36	1
OG2710	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2710.fasta	PASS		352	350	2187	0.989896139525769	0	36	36	1
OG2711	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2711.fasta	PASS		351	349	2136	0.994905186568366	0	36	36	1
OG2712	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2712.fasta	PASS		354	352	2046	0.99068859415267	0	36	36	1
OG2713	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2713.fasta	PASS		351	349	2193	0.955866347338562	0	36	36	1
OG2714	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2714.fasta	PASS		353	351	2088	0.978723897785201	0	36	36	1
OG2715	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2715.fasta	PASS		350	348	2088	0.996328224776501	0	36	36	1
OG2716	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2716.fasta	PASS		352	350	2049	0.992691905459109	0	36	36	1
OG2717	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2717.fasta	PASS		351	349	2094	0.993747998784903	0	36	36	1
OG2718	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2718.fasta	PASS		353	351	2217	0.986238172525949	0	36	36	1
OG2719	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2719.fasta	PASS		351	349	2073	0.994413091224738	0	36	36	1
OG272	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG272.fasta	PASS		352	350	6021	0.992184497117232	0	36	36	1
OG2720	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2720.fasta	PASS		350	348	2244	0.996708976171451	0	36	36	1
OG2721	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2721.fasta	PASS		353	351	2058	0.980866827805603	0	36	36	1
OG2722	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2722.fasta	PASS		351	349	2097	0.984644457288554	0	36	36	1
OG2723	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2723.fasta	PASS		352	350	2391	0.96332078628189	0	36	36	1
OG2724	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2724.fasta	PASS		350	348	2049	0.996695893146643	0	36	36	1
OG2725	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2725.fasta	PASS		350	348	2910	0.985873128727732	0	36	36	1
OG2726	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2726.fasta	PASS		351	349	2130	0.993918237216998	0	36	36	1
OG2727	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2727.fasta	PASS		351	349	2241	0.992804072066681	0	36	36	1
OG2728	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2728.fasta	PASS		349	347	2076	0.995306591594343	0	36	36	1
OG2729	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2729.fasta	PASS		350	348	1983	0.995465769384597	0	36	36	1
OG273	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG273.fasta	PASS		350	348	6033	0.994528655612522	0	36	36	1
OG2730	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2730.fasta	PASS		350	348	2136	0.995452882173146	0	36	36	1
OG2731	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2731.fasta	PASS		349	347	2007	0.998047180688914	0	36	36	1
OG2732	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2732.fasta	PASS		351	349	2289	0.994445842267929	0	36	36	1
OG2733	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2733.fasta	PASS		351	349	2136	0.993127770086818	0	36	36	1
OG2734	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2734.fasta	PASS		350	348	2154	0.995589600742804	0	36	36	1
OG2735	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2735.fasta	PASS		350	348	2061	0.994068831668591	0	36	36	1
OG2736	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2736.fasta	PASS		352	350	2094	0.988818392686588	0	36	36	1
OG2737	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2737.fasta	PASS		352	350	2067	0.988900407768332	0	36	36	1
OG2738	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2738.fasta	PASS		352	350	2022	0.995064292779426	0	36	36	1
OG2739	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2739.fasta	PASS		350	348	2013	0.996368432773181	0	36	36	1
OG274	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG274.fasta	PASS		353	351	6120	0.988332122972646	0	36	36	1
OG2740	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2740.fasta	PASS		350	348	2064	0.993861656865366	0	36	35	0.972222222222222
OG2741	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2741.fasta	PASS		350	348	2097	0.995039437839497	0	36	36	1
OG2742	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2742.fasta	PASS		353	351	2319	0.981870316928532	0	36	36	1
OG2743	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2743.fasta	PASS		351	349	2019	0.992658568811193	0	36	36	1
OG2744	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG2744.fasta	PASS		352	350	2049	0.992884333821376	0	36	36	1
